timestamp,player_x,player_y
2025-05-09 00:13:29,640.0,570.0
2025-05-09 00:13:32,804.0,437.4000000000001
2025-05-09 00:13:37,738.1835377819579,233.18337464602382
2025-05-09 00:13:42,656.9641770331758,570.0
2025-05-09 00:13:47,580.31102931153,183.30392446890914
2025-05-09 00:13:52,855.1984692693244,437.00000000000006
2025-05-09 00:13:59,879.1984692693245,570.0
2025-05-09 00:14:02,544.7598110896975,536.0000000000001
2025-05-09 00:14:07,817.0547958004219,269.99154182258445
2025-05-09 00:14:12,729.4297958004219,570.0
2025-05-09 00:14:17,621.0782023356054,299.12489979996946
2025-05-09 00:14:22,819.1812625411744,496.8
2025-05-09 00:14:27,801.0523256719862,517.5979900846796
2025-05-09 00:14:31,622.9304706314085,570.0
2025-05-09 00:14:36,980.810329099066,497.9771297590054
2025-05-09 00:14:41,1054.8103290990662,474.80000000000007
2025-05-09 00:14:46,483.37798042627946,529.8
2025-05-09 00:14:52,784.3779804486312,570.0
2025-05-09 00:14:57,841.7873584635613,379.59881581239944
2025-05-09 00:15:01,927.7858325541542,570.0
2025-05-09 00:15:06,960.6178779268948,529.0068135943484
2025-05-09 00:15:11,839.4701991822557,570.0
2025-05-09 00:15:16,715.8861004337905,268.52862935682674
2025-05-09 00:15:21,1008.5064780907956,323.5688464409915
2025-05-09 00:15:33,640.0,570.0
2025-05-09 00:15:38,950.98828125,570.0
2025-05-09 00:15:43,638.2501238239531,570.0
2025-05-09 00:15:48,705.4866875173755,570.0
2025-05-09 00:15:53,560.7253816580633,512.4000000000001
2025-05-09 00:15:58,599.0661355691709,570.0
2025-05-09 00:16:03,579.0205505811105,448.6000000000001
2025-05-09 00:16:08,676.5124837832777,340.5580471018035
2025-05-09 00:16:13,502.69403416805903,460.80000000000007
2025-05-09 00:16:18,605.0216047171199,264.33400315962325
2025-05-09 00:16:23,645.1455680045826,331.4893125073275
2025-05-09 00:16:28,652.9051494552874,441.17873283311945
2025-05-09 00:16:33,459.4576592913867,344.82659045708493
2025-05-09 00:16:38,273.7300909899284,547.7316255438632
2025-05-09 00:16:43,693.1568562326036,467.4000000000001
2025-05-09 00:16:48,327.31930343319675,244.96499076679757
2025-05-09 00:16:53,262.94374885569505,445.80000000000007
2025-05-09 00:16:58,734.943748855695,570.0
2025-05-09 00:17:03,770.4826098547861,452.4000000000001
2025-05-09 00:17:08,833.8242084134753,570.0
2025-05-09 00:17:13,612.4205647083675,529.8
2025-05-09 00:17:18,955.594615461846,381.9773596896087
2025-05-09 00:17:23,628.5629021788467,570.0
2025-05-09 00:17:28,837.2364278966049,570.0
2025-05-09 00:17:33,787.0315141153394,549.0000000000001
2025-05-09 00:17:38,842.485024040045,570.0
2025-05-09 00:17:43,572.9008371740462,253.13393695469006
2025-05-09 00:17:48,591.169817616602,570.0
2025-05-09 00:17:53,376.8808324462507,570.0
2025-05-09 00:17:58,614.0684158905417,570.0
2025-05-09 00:18:03,447.3184158905417,570.0
2025-05-09 00:18:08,843.706230161644,507.0
2025-05-09 00:18:13,617.706230161644,457.80000000000007
2025-05-09 00:18:18,409.20623016164404,536.0000000000001
2025-05-09 00:18:23,515.0403820523034,459.8000000000001
2025-05-09 07:25:51,640.0,570.0
2025-05-09 07:25:51,604.0,570.0
2025-05-09 07:25:56,912.2062003484616,570.0
2025-05-09 07:26:01,710.2062003484616,436.80000000000007
2025-05-09 07:26:06,560.285520175034,443.43558305417724
2025-05-09 07:26:11,810.832827840628,436.80000000000007
2025-05-09 07:26:16,890.8328278406279,492.00000000000006
2025-05-09 07:26:21,533.558458219291,344.47353498819655
2025-05-09 07:58:28,720.432628385918,570.0
2025-05-09 07:58:30,722.1564882437342,272.89451275216146
2025-05-09 07:58:35,635.7939847134107,483.00000000000006
2025-05-09 07:58:40,900.365241742638,477.1037463923203
2025-05-09 07:58:45,565.8337417590421,457.80000000000007
2025-05-09 07:58:50,539.7032111549348,570.0
2025-05-09 09:44:08,640.0,570.0
2025-05-09 09:44:09,707.9139473041164,467.3604703264226
2025-05-09 09:44:14,690.6153092308919,387.92397804874804
2025-05-09 09:44:19,624.5252904075593,570.0
2025-05-09 09:44:24,739.0020644724883,262.0014743487133
2025-05-09 09:44:29,395.9740486731583,461.13751248618166
2025-05-09 09:44:34,454.36625376194445,286.9752996297279
2025-05-09 09:44:39,603.5796665898869,464.00000000000006
2025-05-09 09:44:44,717.756377184258,459.88840446445084
2025-05-09 09:44:49,752.7238563990088,441.00000000000006
2025-05-09 09:44:54,419.0207054655059,492.00000000000006
2025-05-09 09:44:59,748.2452287325506,570.0
2025-05-09 09:45:04,472.34702803143716,472.0843739958137
2025-05-09 09:45:09,459.3717658601662,471.00000000000006
2025-05-09 09:45:14,832.1278947098297,438.80000000000007
2025-05-09 09:45:18,856.9204881998354,163.302396466612
2025-05-09 09:45:23,557.0450460468662,455.00000000000006
2025-05-09 09:45:28,689.2260818901739,570.0
2025-05-09 09:45:33,499.7387851008804,166.35619718598468
2025-05-09 09:45:38,638.7673236513886,478.80000000000007
2025-05-09 09:45:43,722.2077405028082,323.85405041998706
2025-05-09 09:45:48,512.639528541651,504.00699731011076
2025-05-09 09:45:53,464.51960569146877,450.00000000000006
2025-05-09 09:45:58,630.7065150445404,464.00000000000006
2025-05-09 09:46:03,683.7528608046233,455.00000000000006
2025-05-09 09:46:08,811.7310154588658,570.0
2025-05-09 09:46:13,896.2080833028033,570.0
2025-05-09 09:46:18,810.4298121999157,570.0
2025-05-09 09:46:23,510.927475045626,457.80000000000007
