timestamp,damage_evaded
2025-05-09 00:13:36,0
2025-05-09 00:13:37,0
2025-05-09 00:13:39,0
2025-05-09 00:13:40,0
2025-05-09 00:13:45,0
2025-05-09 00:13:47,0
2025-05-09 00:13:48,180
2025-05-09 00:13:50,0
2025-05-09 00:14:00,0
2025-05-09 00:14:05,0
2025-05-09 00:14:06,0
2025-05-09 00:14:14,0
2025-05-09 00:14:16,0
2025-05-09 00:14:16,0
2025-05-09 00:14:16,0
2025-05-09 00:14:18,0
2025-05-09 00:14:20,0
2025-05-09 00:14:26,0
2025-05-09 00:14:28,0
2025-05-09 00:14:29,0
2025-05-09 00:14:30,0
2025-05-09 00:14:30,0
2025-05-09 00:14:31,0
2025-05-09 00:14:33,0
2025-05-09 00:14:36,0
2025-05-09 00:14:36,0
2025-05-09 00:14:43,0
2025-05-09 00:14:55,0
2025-05-09 00:14:56,105
2025-05-09 00:15:02,0
2025-05-09 00:15:06,0
2025-05-09 00:15:07,0
2025-05-09 00:15:13,0
2025-05-09 00:15:14,0
2025-05-09 00:15:16,0
2025-05-09 00:15:17,0
2025-05-09 00:15:19,0
2025-05-09 00:15:21,0
2025-05-09 00:15:23,0
2025-05-09 00:15:40,0
2025-05-09 00:15:41,0
2025-05-09 00:15:41,0
2025-05-09 00:15:42,0
2025-05-09 00:15:44,0
2025-05-09 00:15:45,0
2025-05-09 00:15:46,0
2025-05-09 00:15:49,0
2025-05-09 00:15:50,0
2025-05-09 00:15:58,0
2025-05-09 00:16:02,0
2025-05-09 00:16:05,0
2025-05-09 00:16:08,0
2025-05-09 00:16:11,0
2025-05-09 00:16:14,0
2025-05-09 00:16:15,0
2025-05-09 00:16:16,0
2025-05-09 00:16:18,0
2025-05-09 00:16:19,0
2025-05-09 00:16:21,0
2025-05-09 00:16:23,0
2025-05-09 00:16:24,0
2025-05-09 00:16:24,0
2025-05-09 00:16:25,0
2025-05-09 00:16:28,0
2025-05-09 00:16:29,0
2025-05-09 00:16:30,0
2025-05-09 00:16:33,0
2025-05-09 00:16:34,0
2025-05-09 00:16:34,0
2025-05-09 00:16:36,0
2025-05-09 00:16:37,0
2025-05-09 00:16:40,0
2025-05-09 00:16:46,0
2025-05-09 00:16:48,0
2025-05-09 00:16:50,0
2025-05-09 00:17:02,0
2025-05-09 00:17:03,0
2025-05-09 00:17:05,0
2025-05-09 00:17:09,0
2025-05-09 00:17:13,0
2025-05-09 00:17:17,0
2025-05-09 00:17:18,0
2025-05-09 00:17:19,0
2025-05-09 00:17:20,0
2025-05-09 00:17:22,0
2025-05-09 00:17:24,0
2025-05-09 00:17:31,0
2025-05-09 00:17:33,0
2025-05-09 00:17:34,0
2025-05-09 00:17:36,0
2025-05-09 00:17:37,0
2025-05-09 00:17:43,70
2025-05-09 00:17:44,0
2025-05-09 00:17:49,0
2025-05-09 00:17:58,0
2025-05-09 00:18:06,0
2025-05-09 00:18:21,0
2025-05-09 07:25:52,0
2025-05-09 07:25:53,0
2025-05-09 07:25:55,0
2025-05-09 07:25:55,0
2025-05-09 07:26:02,0
2025-05-09 07:26:04,0
2025-05-09 07:26:06,0
2025-05-09 07:26:07,0
2025-05-09 07:26:07,0
2025-05-09 07:26:08,0
2025-05-09 07:26:17,0
2025-05-09 07:26:18,0
2025-05-09 07:26:19,0
2025-05-09 07:26:20,0
2025-05-09 07:26:21,0
2025-05-09 07:58:30,0
2025-05-09 07:58:31,0
2025-05-09 07:58:33,0
2025-05-09 07:58:34,0
2025-05-09 07:58:37,0
2025-05-09 07:58:38,0
2025-05-09 07:58:38,0
2025-05-09 07:58:39,0
2025-05-09 07:58:40,0
2025-05-09 07:58:40,0
2025-05-09 07:58:44,0
2025-05-09 07:58:46,0
2025-05-09 07:58:48,35
2025-05-09 07:58:51,0
2025-05-09 09:44:09,0
2025-05-09 09:44:10,0
2025-05-09 09:44:11,0
2025-05-09 09:44:12,0
2025-05-09 09:44:14,0
2025-05-09 09:44:15,0
2025-05-09 09:44:16,0
2025-05-09 09:44:17,0
2025-05-09 09:44:18,0
2025-05-09 09:44:20,0
2025-05-09 09:44:21,0
2025-05-09 09:44:23,0
2025-05-09 09:44:24,0
2025-05-09 09:44:25,0
2025-05-09 09:44:26,0
2025-05-09 09:44:27,0
2025-05-09 09:44:28,0
2025-05-09 09:44:29,0
2025-05-09 09:44:30,0
2025-05-09 09:44:33,0
2025-05-09 09:44:34,0
2025-05-09 09:44:35,0
2025-05-09 09:44:40,0
2025-05-09 09:44:42,0
2025-05-09 09:44:43,0
2025-05-09 09:44:44,0
2025-05-09 09:44:45,0
2025-05-09 09:44:49,0
2025-05-09 09:44:50,0
2025-05-09 09:44:50,0
2025-05-09 09:44:52,70
2025-05-09 09:44:54,0
2025-05-09 09:44:55,0
2025-05-09 09:45:00,0
2025-05-09 09:45:01,0
2025-05-09 09:45:04,0
2025-05-09 09:45:04,0
2025-05-09 09:45:05,0
2025-05-09 09:45:06,0
2025-05-09 09:45:07,0
2025-05-09 09:45:08,0
2025-05-09 09:45:10,0
2025-05-09 09:45:11,0
2025-05-09 09:45:14,0
2025-05-09 09:45:15,0
2025-05-09 09:45:16,0
2025-05-09 09:45:17,0
2025-05-09 09:45:18,0
2025-05-09 09:45:20,0
2025-05-09 09:45:20,0
2025-05-09 09:45:22,0
2025-05-09 09:45:23,0
2025-05-09 09:45:24,0
2025-05-09 09:45:29,0
2025-05-09 09:45:30,0
2025-05-09 09:45:33,25
2025-05-09 09:45:36,0
2025-05-09 09:45:39,60
2025-05-09 09:45:43,0
2025-05-09 09:45:44,0
2025-05-09 09:45:46,0
2025-05-09 09:45:47,0
2025-05-09 09:45:51,0
2025-05-09 09:45:52,0
2025-05-09 09:45:55,0
2025-05-09 09:45:57,0
2025-05-09 09:45:58,0
2025-05-09 09:45:59,0
2025-05-09 09:46:00,0
2025-05-09 09:46:02,0
2025-05-09 09:46:04,0
2025-05-09 09:46:11,0
2025-05-09 09:46:13,50
2025-05-09 09:46:16,80
2025-05-09 09:46:18,0
2025-05-09 09:46:19,0
2025-05-09 09:46:21,0
2025-05-09 09:46:22,25
2025-05-09 09:46:24,120
2025-05-09 09:46:25,0
2025-05-09 09:46:26,0
2025-05-09 09:46:26,0
2025-05-09 09:46:29,0
2025-05-09 09:46:34,0
2025-05-09 09:46:35,0
2025-05-09 09:46:44,0
2025-05-09 09:46:45,0
2025-05-09 09:46:48,0
2025-05-09 09:46:49,0
2025-05-09 09:46:50,0
2025-05-09 09:46:51,0
