timestamp,damage_evaded
2025-05-09 09:46:54,0
2025-05-09 09:46:55,0
2025-05-09 09:46:59,0
2025-05-09 09:47:01,0
2025-05-09 09:47:02,0
2025-05-09 09:47:05,0
2025-05-09 09:47:11,0
2025-05-09 09:47:30,0
2025-05-09 09:47:30,0
2025-05-09 09:47:31,0
2025-05-09 09:47:34,0
2025-05-09 09:47:35,0
2025-05-09 09:47:36,0
2025-05-09 09:47:39,0
2025-05-09 09:47:41,0
2025-05-09 09:47:42,0
2025-05-09 09:47:45,0
2025-05-09 09:47:47,0
2025-05-09 09:47:49,35
2025-05-09 09:47:58,0
2025-05-09 09:48:02,0
2025-05-09 09:48:03,0
2025-05-09 09:48:07,0
2025-05-09 09:48:07,0
2025-05-09 09:48:10,0
2025-05-09 09:48:11,0
2025-05-09 09:48:14,0
2025-05-09 09:48:16,0
2025-05-09 09:48:18,0
2025-05-09 09:48:21,0
2025-05-09 09:48:23,0
2025-05-09 09:48:27,0
2025-05-09 09:48:29,0
2025-05-09 09:48:30,0
2025-05-09 09:48:31,0
2025-05-09 09:48:32,0
2025-05-09 09:48:36,0
2025-05-09 09:48:39,0
2025-05-09 09:50:12,0
2025-05-09 09:51:19,0
2025-05-09 09:51:20,0
2025-05-09 09:51:23,0
2025-05-09 10:41:29,0
2025-05-09 10:41:31,0
2025-05-09 10:41:32,0
2025-05-09 10:41:33,0
2025-05-09 10:41:36,0
2025-05-09 10:41:40,0
2025-05-09 10:41:43,0
2025-05-09 10:41:45,0
2025-05-09 10:41:46,0
2025-05-09 10:41:47,0
2025-05-09 10:41:51,0
2025-05-09 10:41:52,0
2025-05-09 10:41:56,0
2025-05-09 10:41:58,0
2025-05-09 10:41:59,0
2025-05-09 10:42:00,0
2025-05-09 10:42:03,0
2025-05-09 10:42:04,0
2025-05-09 10:42:04,0
2025-05-09 10:42:06,0
2025-05-09 10:42:08,0
2025-05-09 10:42:09,0
2025-05-09 10:42:10,0
2025-05-09 10:42:15,0
2025-05-09 10:42:16,0
2025-05-09 10:42:17,0
2025-05-09 10:42:18,0
2025-05-09 10:42:19,0
2025-05-09 10:42:20,0
2025-05-09 10:42:23,0
2025-05-09 10:42:25,0
2025-05-09 10:42:27,0
2025-05-09 10:42:28,0
2025-05-09 10:42:35,0
2025-05-09 10:42:37,0
2025-05-09 10:42:40,0
2025-05-09 10:42:41,0
2025-05-09 10:42:42,0
2025-05-09 10:42:43,0
2025-05-09 10:42:45,0
2025-05-09 10:42:46,0
2025-05-09 10:42:49,0
2025-05-09 10:42:50,0
2025-05-09 10:42:51,0
2025-05-09 10:42:54,0
2025-05-09 10:42:55,0
2025-05-09 10:42:57,0
2025-05-09 10:43:02,70
2025-05-09 10:43:03,0
2025-05-09 10:43:04,0
2025-05-09 10:43:05,0
2025-05-09 10:43:10,0
2025-05-09 10:43:13,20
2025-05-09 10:43:13,0
2025-05-09 10:43:17,0
2025-05-09 10:43:17,0
2025-05-09 10:43:24,0
2025-05-09 10:45:44,0
2025-05-09 10:46:31,0
2025-05-09 10:46:35,0
2025-05-09 10:48:14,0
2025-05-09 10:48:15,0
2025-05-09 10:48:19,0
2025-05-09 10:48:20,0
2025-05-09 10:48:21,0
2025-05-09 10:48:22,0
2025-05-09 10:48:22,0
2025-05-09 10:48:26,30
2025-05-09 10:48:29,0
2025-05-09 10:48:31,0
2025-05-09 10:48:32,0
2025-05-09 10:48:34,0
2025-05-09 10:48:36,60
2025-05-09 10:48:38,0
2025-05-09 10:48:40,0
2025-05-09 10:48:43,0
2025-05-09 10:48:44,0
2025-05-09 10:48:45,0
2025-05-09 10:48:47,20
2025-05-09 10:48:48,0
2025-05-09 10:48:49,0
2025-05-09 10:48:50,0
2025-05-09 10:48:51,0
2025-05-09 10:48:54,0
2025-05-09 10:48:55,0
2025-05-09 10:48:56,0
2025-05-09 10:48:56,0
2025-05-09 10:48:58,0
2025-05-09 10:49:01,0
2025-05-09 10:49:02,0
2025-05-09 10:49:06,0
2025-05-09 10:49:07,0
2025-05-09 10:49:10,0
2025-05-09 10:49:12,0
2025-05-09 10:49:14,0
2025-05-09 10:49:15,0
2025-05-09 10:49:18,0
2025-05-09 10:49:22,0
2025-05-09 10:49:23,0
2025-05-09 10:52:47,0
2025-05-09 10:52:54,0
2025-05-09 10:52:57,0
2025-05-09 10:53:04,0
2025-05-09 10:53:05,0
2025-05-09 10:53:08,0
2025-05-09 10:53:10,0
2025-05-09 10:53:11,30
2025-05-09 10:53:13,0
2025-05-09 12:07:32,0
2025-05-09 12:07:33,0
2025-05-09 12:07:33,0
2025-05-09 12:07:34,0
2025-05-09 12:07:35,0
2025-05-09 12:07:36,0
2025-05-09 12:07:38,0
2025-05-09 12:07:39,0
2025-05-09 12:07:43,0
2025-05-09 12:07:44,0
2025-05-09 12:07:45,0
2025-05-09 12:07:46,0
2025-05-09 12:07:48,0
2025-05-09 12:07:51,0
2025-05-09 12:07:55,20
2025-05-09 12:07:57,0
2025-05-09 12:07:58,0
2025-05-09 12:08:00,0
2025-05-09 12:08:03,0
2025-05-09 12:08:05,0
2025-05-09 12:08:05,0
2025-05-09 12:08:06,0
2025-05-09 12:08:07,0
2025-05-09 12:08:09,0
2025-05-09 12:08:15,0
2025-05-09 12:08:19,120
2025-05-09 12:08:21,0
2025-05-09 12:08:23,0
2025-05-09 12:08:24,0
2025-05-09 12:08:26,0
2025-05-09 12:08:27,0
2025-05-09 12:08:29,0
2025-05-09 12:08:30,0
2025-05-09 12:08:33,0
2025-05-09 12:08:34,0
2025-05-09 12:08:36,0
2025-05-09 12:08:38,0
2025-05-09 12:08:38,0
2025-05-09 12:08:39,0
2025-05-09 12:08:40,0
2025-05-09 12:08:41,0
2025-05-09 12:08:42,0
2025-05-09 12:08:43,0
2025-05-09 12:08:46,0
2025-05-09 12:08:47,0
2025-05-09 12:08:48,0
2025-05-09 12:08:49,0
2025-05-09 12:08:52,0
2025-05-09 12:08:55,0
2025-05-09 12:08:59,0
2025-05-09 12:09:02,0
2025-05-09 12:09:03,0
2025-05-09 12:09:48,70
2025-05-09 12:09:52,0
2025-05-09 12:09:55,0
2025-05-09 12:09:56,105
2025-05-09 12:09:57,0
2025-05-09 12:09:59,0
2025-05-09 12:10:02,0
2025-05-09 12:10:03,0
2025-05-09 12:10:04,0
2025-05-09 18:13:30,0
2025-05-09 18:13:33,0
2025-05-09 18:13:37,0
2025-05-09 18:13:41,0
2025-05-09 18:13:43,0
2025-05-09 18:13:47,0
2025-05-09 18:13:49,0
2025-05-09 18:13:51,0
2025-05-09 18:13:56,0
2025-05-09 18:13:57,0
2025-05-09 18:13:58,0
2025-05-09 18:14:01,0
2025-05-09 18:14:03,0
2025-05-09 18:14:05,0
2025-05-09 18:14:17,0
2025-05-09 18:14:20,0
2025-05-09 18:14:22,0
2025-05-09 18:14:23,0
2025-05-09 18:14:24,0
2025-05-09 18:14:25,0
2025-05-09 18:14:27,0
2025-05-09 18:14:29,0
2025-05-09 18:14:30,0
2025-05-09 18:14:35,0
2025-05-09 18:14:36,0
2025-05-09 18:14:37,0
2025-05-09 18:14:37,0
2025-05-09 18:14:38,25
2025-05-09 18:14:39,0
2025-05-09 18:14:43,0
2025-05-09 18:14:45,0
2025-05-09 18:14:49,0
2025-05-09 18:14:52,30
2025-05-09 18:14:53,0
2025-05-09 18:14:54,0
2025-05-09 18:14:56,0
2025-05-09 18:14:58,0
2025-05-09 18:15:00,0
2025-05-09 18:15:01,0
2025-05-09 18:15:02,0
2025-05-09 19:58:53,0
2025-05-09 19:58:54,0
2025-05-09 19:58:56,0
2025-05-09 19:58:58,0
2025-05-09 19:58:59,0
2025-05-09 19:58:59,0
2025-05-09 19:59:00,0
2025-05-09 19:59:01,0
2025-05-09 19:59:03,0
2025-05-09 19:59:05,0
2025-05-09 19:59:06,0
2025-05-09 19:59:08,0
2025-05-09 19:59:09,0
2025-05-09 19:59:10,0
2025-05-09 19:59:11,0
2025-05-09 19:59:14,60
2025-05-09 19:59:16,0
2025-05-09 19:59:17,0
2025-05-09 19:59:19,0
2025-05-09 19:59:20,0
2025-05-09 19:59:22,0
2025-05-09 19:59:24,0
2025-05-09 19:59:26,0
2025-05-09 19:59:28,0
2025-05-09 19:59:33,0
2025-05-09 19:59:34,0
2025-05-09 19:59:35,0
2025-05-09 19:59:35,0
2025-05-09 19:59:36,0
2025-05-09 19:59:38,0
2025-05-09 19:59:42,0
2025-05-09 19:59:48,0
2025-05-09 19:59:49,0
2025-05-09 19:59:50,0
2025-05-09 19:59:51,0
2025-05-09 19:59:53,0
2025-05-09 19:59:54,0
2025-05-09 19:59:56,0
2025-05-09 19:59:57,0
2025-05-09 20:00:00,0
2025-05-09 20:00:01,0
2025-05-09 20:00:02,0
2025-05-09 20:23:26,0
2025-05-09 20:23:27,0
2025-05-09 20:23:28,0
2025-05-09 20:24:07,0
2025-05-09 20:24:10,0
2025-05-09 20:24:11,0
2025-05-09 20:24:12,0
2025-05-09 20:24:13,0
2025-05-09 20:24:13,0
2025-05-09 20:24:15,0
2025-05-09 20:24:23,35
2025-05-09 20:24:29,0
2025-05-09 20:24:34,0
2025-05-09 20:24:38,0
2025-05-09 20:24:39,0
2025-05-09 20:24:44,0
2025-05-09 20:24:49,0
2025-05-09 20:24:49,0
2025-05-09 20:24:50,0
2025-05-09 20:24:51,145
2025-05-09 20:24:56,105
2025-05-09 20:24:57,0
2025-05-09 20:24:58,0
2025-05-09 20:25:01,0
2025-05-09 20:25:02,0
2025-05-09 20:25:03,0
2025-05-09 20:25:06,0
2025-05-09 20:25:08,40
2025-05-09 20:25:12,0
2025-05-09 20:25:19,70
2025-05-09 20:25:23,0
2025-05-09 20:25:23,0
2025-05-09 20:25:26,0
2025-05-09 20:25:27,0
2025-05-09 20:25:28,0
2025-05-09 20:56:02,0
2025-05-09 20:56:09,0
2025-05-09 20:56:12,0
2025-05-09 20:56:18,0
2025-05-09 20:56:19,0
2025-05-09 20:56:21,0
2025-05-09 20:56:22,0
2025-05-09 20:56:25,0
2025-05-09 20:56:26,0
2025-05-09 20:56:29,0
2025-05-09 20:56:49,0
2025-05-09 20:56:50,0
2025-05-09 20:56:51,0
2025-05-09 20:56:52,0
2025-05-09 20:56:56,0
2025-05-09 20:56:57,0
2025-05-09 20:57:00,0
2025-05-09 20:57:03,0
2025-05-09 20:57:06,0
2025-05-09 20:57:07,0
2025-05-09 20:57:09,0
2025-05-09 20:57:11,0
2025-05-09 20:57:13,0
2025-05-09 20:57:16,0
2025-05-09 20:57:18,0
2025-05-09 20:57:19,35
2025-05-09 20:57:22,0
2025-05-09 20:57:24,0
2025-05-09 20:57:26,0
2025-05-09 20:57:27,0
2025-05-09 20:57:28,0
2025-05-09 20:57:29,0
2025-05-09 20:57:32,0
2025-05-09 20:57:32,0
2025-05-09 20:57:33,0
2025-05-09 20:57:34,0
2025-05-09 20:57:38,0
2025-05-09 20:57:41,0
2025-05-09 20:57:43,0
2025-05-09 20:57:44,0
2025-05-09 20:57:44,0
2025-05-09 20:57:45,0
2025-05-09 20:57:47,0
2025-05-09 20:57:49,0
2025-05-09 20:57:50,0
2025-05-09 20:57:51,0
2025-05-09 20:57:52,0
2025-05-09 20:57:55,0
2025-05-09 20:58:02,0
2025-05-09 20:58:04,0
2025-05-09 20:58:07,0
2025-05-09 20:58:09,0
2025-05-09 20:58:10,0
2025-05-09 20:58:14,0
2025-05-09 20:58:15,0
2025-05-09 20:58:17,0
2025-05-09 20:58:18,0
2025-05-09 20:58:21,0
2025-05-09 20:58:23,0
2025-05-09 20:58:25,0
2025-05-09 20:58:26,0
2025-05-09 20:58:31,0
2025-05-09 20:58:34,0
2025-05-09 20:59:04,0
2025-05-09 20:59:05,0
2025-05-09 20:59:07,0
2025-05-09 20:59:20,0
2025-05-09 20:59:23,0
2025-05-09 20:59:27,0
2025-05-09 20:59:28,0
2025-05-09 20:59:28,0
2025-05-09 20:59:29,0
2025-05-09 20:59:29,0
2025-05-09 20:59:32,0
2025-05-09 20:59:34,0
2025-05-09 20:59:36,0
2025-05-09 20:59:40,0
2025-05-09 20:59:42,0
2025-05-09 20:59:43,0
2025-05-09 20:59:44,0
2025-05-09 20:59:45,0
2025-05-09 20:59:46,0
2025-05-09 20:59:47,0
2025-05-09 20:59:58,0
2025-05-09 20:59:59,0
2025-05-09 20:59:59,0
2025-05-09 21:00:01,0
2025-05-09 21:00:05,0
2025-05-09 21:00:05,0
2025-05-09 21:00:07,0
2025-05-09 21:00:08,0
2025-05-09 21:00:09,0
2025-05-09 21:00:12,0
2025-05-09 21:00:14,0
2025-05-09 21:00:16,0
2025-05-09 21:00:18,0
2025-05-09 21:00:19,0
2025-05-09 21:00:28,0
2025-05-09 21:00:30,0
2025-05-09 21:00:33,0
2025-05-09 21:00:34,0
2025-05-09 21:00:38,100
2025-05-09 21:00:43,105
2025-05-09 21:00:45,0
2025-05-09 21:00:49,35
2025-05-09 21:00:51,0
2025-05-09 21:00:55,35
2025-05-11 00:48:29,0
2025-05-11 00:48:31,0
2025-05-11 00:48:36,0
2025-05-11 00:48:39,0
2025-05-11 00:48:40,0
2025-05-11 00:48:49,0
2025-05-11 00:48:51,0
2025-05-11 00:48:52,0
2025-05-11 00:48:52,0
2025-05-11 00:48:55,0
2025-05-11 00:48:56,0
2025-05-11 00:48:58,0
2025-05-11 00:49:00,0
2025-05-11 00:49:01,0
2025-05-11 00:49:03,0
2025-05-11 00:49:05,15
2025-05-11 00:49:06,0
2025-05-11 00:49:07,0
2025-05-11 00:49:09,50
2025-05-11 00:49:13,0
2025-05-11 00:49:15,0
2025-05-11 00:49:18,0
2025-05-11 00:49:25,0
2025-05-11 00:49:26,0
2025-05-11 00:49:28,0
2025-05-11 00:49:31,0
2025-05-11 00:49:32,0
2025-05-11 00:49:37,0
2025-05-11 00:49:40,0
2025-05-11 00:49:43,0
2025-05-11 00:49:46,0
2025-05-11 00:49:52,0
2025-05-11 00:49:56,0
2025-05-11 00:50:07,0
2025-05-11 00:50:10,0
2025-05-11 00:50:14,0
2025-05-11 00:50:15,0
2025-05-11 00:50:20,0
2025-05-11 00:50:21,0
2025-05-11 00:50:24,0
2025-05-11 00:50:26,70
2025-05-11 00:50:27,0
2025-05-11 00:50:34,160
2025-05-11 00:50:36,25
2025-05-11 00:50:39,0
2025-05-11 00:50:42,0
2025-05-11 00:50:43,0
2025-05-11 00:50:45,0
2025-05-11 00:50:48,0
2025-05-11 00:50:48,0
2025-05-11 00:50:49,35
2025-05-11 00:50:52,0
2025-05-11 00:50:54,0
2025-05-11 00:50:59,0
